"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","button_pressed","key_press","rt_audio","designation","responded_to_audio","N","TYPE","HIT","FA","HIT_1B","HIT_2B","HIT_3B","FA_1B","FA_2B","FA_3B"
"audio-keyboard-response","13","116379","0.0-1.0-1.0-1.4-0.4","1059","letters/4.wav","","32","1059","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","14","118898","0.0-1.0-1.0-1.5-0.5","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","15","121408","0.0-1.0-1.0-1.6-0.6","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","16","123928","0.0-1.0-1.0-1.7-0.7","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","17","126438","0.0-1.0-1.0-1.8-0.8","960","letters/8.wav","","32","960","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","18","128940","0.0-1.0-1.0-1.9-0.9","968","letters/8.wav","","32","968","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","19","131458","0.0-1.0-1.0-1.10-0.10","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","20","133978","0.0-1.0-1.0-1.11-0.11","891","letters/5.wav","","32","891","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","21","136498","0.0-1.0-1.0-1.12-0.12","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","22","139008","0.0-1.0-1.0-1.13-0.13","941","letters/8.wav","","32","941","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","23","141529","0.0-1.0-1.0-1.14-0.14","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","24","144039","0.0-1.0-1.0-1.15-0.15","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","25","146542","0.0-1.0-1.0-1.16-0.16","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","26","149049","0.0-1.0-1.0-1.17-0.17","941","letters/8.wav","","32","941","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","27","151551","0.0-1.0-1.0-1.18-0.18","1000","letters/8.wav","","32","1000","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","28","154059","0.0-1.0-1.0-1.19-0.19","949","letters/8.wav","","32","949","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","29","156580","0.0-1.0-1.0-1.20-0.20","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","30","159099","0.0-1.0-1.0-1.21-0.21","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","31","161620","0.0-1.0-1.0-1.22-0.22","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","32","164130","0.0-1.0-1.0-1.23-0.23","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","33","166650","0.0-1.0-1.0-1.24-0.24","920","letters/8.wav","","32","920","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","34","169170","0.0-1.0-1.0-1.25-0.25","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","35","171690","0.0-1.0-1.0-1.26-0.26","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","36","174192","0.0-1.0-1.0-1.27-0.27","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","37","176711","0.0-1.0-1.0-1.28-0.28","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","38","179231","0.0-1.0-1.0-1.29-0.29","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","39","181741","0.0-1.0-1.0-1.30-0.30","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"html-button-response","40","184873","0.0-1.0-1.0-2.0","3131","<p>You may take a short break if you wish.</p><p>Click the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","",""
"html-button-response","41","189153","0.0-1.0-1.1-0.1","4279","<p>You will now complete a <strong>1-back.</strong></p><p>Remember, this means that you should press SPACEBAR every time the sound you hear matches the one presented <strong>1</strong> position(s) previously.</p>","0","","","","","","","","","","","","","",""
"audio-keyboard-response","42","191661","0.0-1.0-1.1-1.31-0.31","null","letters/2.wav","","null","null","n-back-trial","0","1","FIRSTS","","0","","","","","",""
"audio-keyboard-response","43","194171","0.0-1.0-1.1-1.32-0.32","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","44","196692","0.0-1.0-1.1-1.33-0.33","null","letters/7.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","45","199211","0.0-1.0-1.1-1.34-0.34","1181","letters/7.wav","","32","1181","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","46","201731","0.0-1.0-1.1-1.35-0.35","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","47","204252","0.0-1.0-1.1-1.36-0.36","1840","letters/5.wav","","32","1840","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","48","206762","0.0-1.0-1.1-1.37-0.37","1139","letters/5.wav","","32","1139","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","49","209264","0.0-1.0-1.1-1.38-0.38","1480","letters/5.wav","","32","1480","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","50","211782","0.0-1.0-1.1-1.39-0.39","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","51","214292","0.0-1.0-1.1-1.40-0.40","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","52","216813","0.0-1.0-1.1-1.41-0.41","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","53","219332","0.0-1.0-1.1-1.42-0.42","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","54","221853","0.0-1.0-1.1-1.43-0.43","null","letters/7.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","55","224373","0.0-1.0-1.1-1.44-0.44","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","56","226874","0.0-1.0-1.1-1.45-0.45","null","letters/1.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","57","229393","0.0-1.0-1.1-1.46-0.46","1109","letters/1.wav","","32","1109","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","58","231903","0.0-1.0-1.1-1.47-0.47","981","letters/1.wav","","32","981","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","59","234413","0.0-1.0-1.1-1.48-0.48","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","60","236933","0.0-1.0-1.1-1.49-0.49","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","61","239453","0.0-1.0-1.1-1.50-0.50","979","letters/2.wav","","32","979","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","62","241974","0.0-1.0-1.1-1.51-0.51","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","63","244494","0.0-1.0-1.1-1.52-0.52","960","letters/5.wav","","32","960","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","64","247004","0.0-1.0-1.1-1.53-0.53","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","65","249524","0.0-1.0-1.1-1.54-0.54","989","letters/8.wav","","32","989","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","66","252034","0.0-1.0-1.1-1.55-0.55","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","67","254535","0.0-1.0-1.1-1.56-0.56","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","68","257054","0.0-1.0-1.1-1.57-0.57","null","letters/1.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","69","259564","0.0-1.0-1.1-1.58-0.58","968","letters/1.wav","","32","968","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","70","262085","0.0-1.0-1.1-1.59-0.59","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","71","264604","0.0-1.0-1.1-1.60-0.60","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","72","267115","0.0-1.0-1.1-1.61-0.61","null","letters/7.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"html-button-response","73","269865","0.0-1.0-1.1-2.1","2749","<p>You may take a short break if you wish.</p><p>Click the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","",""
"html-button-response","74","271497","0.0-1.0-1.2-0.2","1630","<p>You will now complete a <strong>1-back.</strong></p><p>Remember, this means that you should press SPACEBAR every time the sound you hear matches the one presented <strong>1</strong> position(s) previously.</p>","0","","","","","","","","","","","","","",""
"audio-keyboard-response","75","274015","0.0-1.0-1.2-1.62-0.62","null","letters/8.wav","","null","null","n-back-trial","0","1","FIRSTS","","0","","","","","",""
"audio-keyboard-response","76","276525","0.0-1.0-1.2-1.63-0.63","899","letters/8.wav","","32","899","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","77","279035","0.0-1.0-1.2-1.64-0.64","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","78","281546","0.0-1.0-1.2-1.65-0.65","1200","letters/4.wav","","32","1200","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","79","284066","0.0-1.0-1.2-1.66-0.66","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","80","286575","0.0-1.0-1.2-1.67-0.67","1021","letters/5.wav","","32","1021","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","81","289096","0.0-1.0-1.2-1.68-0.68","1128","letters/5.wav","","32","1128","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","82","291597","0.0-1.0-1.2-1.69-0.69","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","83","294106","0.0-1.0-1.2-1.70-0.70","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","84","296616","0.0-1.0-1.2-1.71-0.71","1800","letters/6.wav","","32","1800","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","85","299126","0.0-1.0-1.2-1.72-0.72","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","86","301635","0.0-1.0-1.2-1.73-0.73","859","letters/3.wav","","32","859","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","87","304145","0.0-1.0-1.2-1.74-0.74","null","letters/7.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","88","306646","0.0-1.0-1.2-1.75-0.75","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","89","309166","0.0-1.0-1.2-1.76-0.76","null","letters/1.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","90","311686","0.0-1.0-1.2-1.77-0.77","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","91","314207","0.0-1.0-1.2-1.78-0.78","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","92","316723","0.0-1.0-1.2-1.79-0.79","1379","letters/8.wav","","32","1379","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","93","319237","0.0-1.0-1.2-1.80-0.80","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","94","321757","0.0-1.0-1.2-1.81-0.81","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","95","324267","0.0-1.0-1.2-1.82-0.82","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","96","326777","0.0-1.0-1.2-1.83-0.83","880","letters/2.wav","","32","880","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","97","329297","0.0-1.0-1.2-1.84-0.84","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","98","331808","0.0-1.0-1.2-1.85-0.85","null","letters/7.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","99","334317","0.0-1.0-1.2-1.86-0.86","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","100","336828","0.0-1.0-1.2-1.87-0.87","null","letters/7.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","101","339348","0.0-1.0-1.2-1.88-0.88","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","102","341868","0.0-1.0-1.2-1.89-0.89","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","103","344389","0.0-1.0-1.2-1.90-0.90","1080","letters/2.wav","","32","1080","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","104","346908","0.0-1.0-1.2-1.91-0.91","null","letters/7.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","105","349428","0.0-1.0-1.2-1.92-0.92","992","letters/7.wav","","32","992","n-back-trial","1","1","T","1","","","","","","",""
"html-button-response","106","353273","0.0-1.0-1.2-2.2","3843","<p>You may take a short break if you wish.</p><p>Click the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","",""
"html-button-response","107","355713","0.0-1.0-1.3-0.3","2439","<p>You will now complete a <strong>1-back.</strong></p><p>Remember, this means that you should press SPACEBAR every time the sound you hear matches the one presented <strong>1</strong> position(s) previously.</p>","0","","","","","","","","","","","","","",""
"audio-keyboard-response","108","358219","0.0-1.0-1.3-1.93-0.93","null","letters/1.wav","","null","null","n-back-trial","0","1","FIRSTS","","0","","","","","",""
"audio-keyboard-response","109","360739","0.0-1.0-1.3-1.94-0.94","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","110","363249","0.0-1.0-1.3-1.95-0.95","1851","letters/2.wav","","32","1851","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","111","365769","0.0-1.0-1.3-1.96-0.96","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","112","368289","0.0-1.0-1.3-1.97-0.97","null","letters/1.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","113","370799","0.0-1.0-1.3-1.98-0.98","null","letters/7.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","114","373310","0.0-1.0-1.3-1.99-0.99","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","115","375819","0.0-1.0-1.3-1.100-0.100","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","116","378340","0.0-1.0-1.3-1.101-0.101","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","117","380860","0.0-1.0-1.3-1.102-0.102","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","118","383370","0.0-1.0-1.3-1.103-0.103","989","letters/5.wav","","32","989","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","119","385890","0.0-1.0-1.3-1.104-0.104","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","120","388400","0.0-1.0-1.3-1.105-0.105","949","letters/2.wav","","32","949","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","121","390920","0.0-1.0-1.3-1.106-0.106","1000","letters/2.wav","","32","1000","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","122","393430","0.0-1.0-1.3-1.107-0.107","null","letters/1.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","123","395941","0.0-1.0-1.3-1.108-0.108","1021","letters/1.wav","","32","1021","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","124","398461","0.0-1.0-1.3-1.109-0.109","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","125","400971","0.0-1.0-1.3-1.110-0.110","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","126","403481","0.0-1.0-1.3-1.111-0.111","939","letters/6.wav","","32","939","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","127","405991","0.0-1.0-1.3-1.112-0.112","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","128","408511","0.0-1.0-1.3-1.113-0.113","null","letters/1.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","129","411031","0.0-1.0-1.3-1.114-0.114","971","letters/1.wav","","32","971","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","130","413533","0.0-1.0-1.3-1.115-0.115","1011","letters/1.wav","","32","1011","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","131","416042","0.0-1.0-1.3-1.116-0.116","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","132","418562","0.0-1.0-1.3-1.117-0.117","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","133","421072","0.0-1.0-1.3-1.118-0.118","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","134","423592","0.0-1.0-1.3-1.119-0.119","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","135","426113","0.0-1.0-1.3-1.120-0.120","1061","letters/4.wav","","32","1061","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","136","428632","0.0-1.0-1.3-1.121-0.121","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","137","431143","0.0-1.0-1.3-1.122-0.122","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","138","433662","0.0-1.0-1.3-1.123-0.123","1088","letters/4.wav","","32","1088","n-back-trial","1","1","T","1","","","","","","",""
"html-button-response","139","437457","0.0-1.0-1.3-2.3","3794","<p>You may take a short break if you wish.</p><p>Click the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","",""
"html-button-response","140","438721","0.0-1.0-1.4-0.4","1263","<p>You will now complete a <strong>1-back.</strong></p><p>Remember, this means that you should press SPACEBAR every time the sound you hear matches the one presented <strong>1</strong> position(s) previously.</p>","0","","","","","","","","","","","","","",""
"audio-keyboard-response","141","441233","0.0-1.0-1.4-1.124-0.124","null","letters/3.wav","","null","null","n-back-trial","0","1","FIRSTS","","0","","","","","",""
"audio-keyboard-response","142","443743","0.0-1.0-1.4-1.125-0.125","960","letters/3.wav","","32","960","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","143","446254","0.0-1.0-1.4-1.126-0.126","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","144","448764","0.0-1.0-1.4-1.127-0.127","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","145","451283","0.0-1.0-1.4-1.128-0.128","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","146","453794","0.0-1.0-1.4-1.129-0.129","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","147","456314","0.0-1.0-1.4-1.130-0.130","null","letters/7.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","148","458824","0.0-1.0-1.4-1.131-0.131","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","149","461344","0.0-1.0-1.4-1.132-0.132","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","150","463854","0.0-1.0-1.4-1.133-0.133","981","letters/3.wav","","32","981","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","151","466374","0.0-1.0-1.4-1.134-0.134","1029","letters/3.wav","","32","1029","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","152","468895","0.0-1.0-1.4-1.135-0.135","null","letters/1.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","153","471414","0.0-1.0-1.4-1.136-0.136","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","154","473924","0.0-1.0-1.4-1.137-0.137","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","155","476434","0.0-1.0-1.4-1.138-0.138","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","156","478944","0.0-1.0-1.4-1.139-0.139","1120","letters/8.wav","","32","1120","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","157","481464","0.0-1.0-1.4-1.140-0.140","null","letters/5.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","158","483985","0.0-1.0-1.4-1.141-0.141","1040","letters/5.wav","","32","1040","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","159","486495","0.0-1.0-1.4-1.142-0.142","1080","letters/5.wav","","32","1080","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","160","489015","0.0-1.0-1.4-1.143-0.143","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","161","491535","0.0-1.0-1.4-1.144-0.144","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","162","494055","0.0-1.0-1.4-1.145-0.145","null","letters/2.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","163","496565","0.0-1.0-1.4-1.146-0.146","null","letters/4.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","164","499066","0.0-1.0-1.4-1.147-0.147","981","letters/4.wav","","32","981","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","165","501575","0.0-1.0-1.4-1.148-0.148","1032","letters/4.wav","","32","1032","n-back-trial","1","1","T","1","","","","","","",""
"audio-keyboard-response","166","504096","0.0-1.0-1.4-1.149-0.149","null","letters/8.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","167","506606","0.0-1.0-1.4-1.150-0.150","null","letters/1.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","168","509107","0.0-1.0-1.4-1.151-0.151","null","letters/6.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
"audio-keyboard-response","169","511626","0.0-1.0-1.4-1.152-0.152","null","letters/3.wav","","null","null","n-back-trial","0","1","NT","","0","","","","","",""
