"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","stimulus","key_press","responses","word","answer"
"audio-keyboard-response","14","40014","0.0-14.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_dish.wav","null","","",""
"survey-text","15","41885","0.0-15.0","6o2k6cn9law","1868","","","{""Q0"":""be""}","dish","be"
"html-keyboard-response","16","44414","0.0-16.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","17","44734","0.0-17.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_leak.wav","null","","",""
"survey-text","18","50598","0.0-18.0","6o2k6cn9law","5860","","","{""Q0"":""oil""}","leak","oil"
"html-keyboard-response","19","53124","0.0-19.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","20","53555","0.0-20.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_black.wav","null","","",""
"survey-text","21","55406","0.0-21.0","6o2k6cn9law","1847.1999999997206","","","{""Q0"":""book""}","black","book"
"html-keyboard-response","22","57924","0.0-22.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","23","58155","0.0-23.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_could.wav","null","","",""
"survey-text","24","61670","0.0-24.0","6o2k6cn9law","3510.9000000003725","","","{""Q0"":""could""}","could","could"
"html-keyboard-response","25","64185","0.0-25.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","26","64445","0.0-26.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_wood.wav","null","","",""
"survey-text","27","66014","0.0-27.0","6o2k6cn9law","1564.8999999999069","","","{""Q0"":""would""}","wood","would"
"html-keyboard-response","28","68534","0.0-28.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","29","68826","0.0-29.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_need.wav","null","","",""
"survey-text","30","70838","0.0-30.0","6o2k6cn9law","2008.7999999998137","","","{""Q0"":""did""}","need","did"
"html-keyboard-response","31","73355","0.0-31.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","32","73736","0.0-32.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_thick.wav","null","","",""
"survey-text","33","76510","0.0-33.0","6o2k6cn9law","2770.1999999997206","","","{""Q0"":""sick""}","thick","sick"
"html-keyboard-response","34","79034","0.0-34.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","35","79436","0.0-35.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_ridge.wav","null","","",""
"survey-text","36","82206","0.0-36.0","6o2k6cn9law","2766.0999999996275","","","{""Q0"":""""}","ridge",""
"html-keyboard-response","37","84735","0.0-37.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","38","85047","0.0-38.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_rap.wav","null","","",""
"survey-text","39","86190","0.0-39.0","6o2k6cn9law","1140","","","{""Q0"":""""}","rap",""
"html-keyboard-response","40","88716","0.0-40.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","41","88977","0.0-41.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_gem.wav","null","","",""
"survey-text","42","91750","0.0-42.0","6o2k6cn9law","2769.600000000093","","","{""Q0"":""drone""}","gem","drone"
"html-keyboard-response","43","94266","0.0-43.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","44","94547","0.0-44.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_dot.wav","null","","",""
"survey-text","45","97238","0.0-45.0","6o2k6cn9law","2687.2000000001863","","","{""Q0"":""gut""}","dot","gut"
"html-keyboard-response","46","99766","0.0-46.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","47","100127","0.0-47.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_beach.wav","null","","",""
"survey-text","48","101862","0.0-48.0","6o2k6cn9law","1731","","","{""Q0"":""good""}","beach","good"
"html-keyboard-response","49","104377","0.0-49.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","50","104728","0.0-50.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_soon.wav","null","","",""
"survey-text","51","108558","0.0-51.0","6o2k6cn9law","3826.6999999997206","","","{""Q0"":""smart""}","soon","smart"
"html-keyboard-response","52","111067","0.0-52.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","53","111238","0.0-53.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_tea.wav","null","","",""
"survey-text","54","112909","0.0-54.0","6o2k6cn9law","1668.2999999998137","","","{""Q0"":""two""}","tea","two"
"html-keyboard-response","55","115417","0.0-55.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","56","115738","0.0-56.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_pump.wav","null","","",""
"survey-text","57","118486","0.0-57.0","6o2k6cn9law","2745.600000000093","","","{""Q0"":""tarp""}","pump","tarp"
"html-keyboard-response","58","121008","0.0-58.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","59","121378","0.0-59.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_beak.wav","null","","",""
"survey-text","60","126790","0.0-60.0","6o2k6cn9law","5409.300000000279","","","{""Q0"":""bok""}","beak","bok"
"html-keyboard-response","61","129313","0.0-61.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","62","129549","0.0-62.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_fee.wav","null","","",""
"survey-text","63","135854","0.0-63.0","6o2k6cn9law","6301.399999999907","","","{""Q0"":""sheep""}","fee","sheep"
"html-keyboard-response","64","138369","0.0-64.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","65","138640","0.0-65.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_cop.wav","null","","",""
"survey-text","66","140478","0.0-66.0","6o2k6cn9law","1834.9000000003725","","","{""Q0"":""type""}","cop","type"
"html-keyboard-response","67","142999","0.0-67.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","68","143280","0.0-68.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_mud.wav","null","","",""
"survey-text","69","144974","0.0-69.0","6o2k6cn9law","1690.6000000000931","","","{""Q0"":""red""}","mud","red"
"html-keyboard-response","70","147499","0.0-70.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","71","147940","0.0-71.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_crept.wav","null","","",""
"survey-text","72","150118","0.0-72.0","6o2k6cn9law","2175.5","","","{""Q0"":""dreamt""}","crept","dreamt"
"html-keyboard-response","73","152639","0.0-73.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","74","152930","0.0-74.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_moon.wav","null","","",""
"survey-text","75","155910","0.0-75.0","6o2k6cn9law","2976.100000000093","","","{""Q0"":""bullet""}","moon","bullet"
"html-keyboard-response","76","158440","0.0-76.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","77","158600","0.0-77.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_key.wav","null","","",""
"survey-text","78","165838","0.0-78.0","6o2k6cn9law","7235.200000000186","","","{""Q0"":""pee""}","key","pee"
"html-keyboard-response","79","168346","0.0-79.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","80","168661","0.0-80.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_hush.wav","null","","",""
"survey-text","81","172246","0.0-81.0","6o2k6cn9law","3580.7999999998137","","","{""Q0"":""crush""}","hush","crush"
"html-keyboard-response","82","174760","0.0-82.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","83","175242","0.0-83.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_stunt.wav","null","","",""
"survey-text","84","176974","0.0-84.0","6o2k6cn9law","1728.8000000002794","","","{""Q0"":""start""}","stunt","start"
"html-keyboard-response","85","179496","0.0-85.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","86","179771","0.0-86.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_rot.wav","null","","",""
"survey-text","87","182190","0.0-87.0","6o2k6cn9law","2415.5","","","{""Q0"":""want""}","rot","want"
"html-keyboard-response","88","184731","0.0-88.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","89","185082","0.0-89.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_rude.wav","null","","",""
"survey-text","90","185742","0.0-90.0","6o2k6cn9law","656.2000000001863","","","{""Q0"":""""}","rude",""
"html-keyboard-response","91","188273","0.0-91.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","92","188692","0.0-92.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_bless.wav","null","","",""
"survey-text","93","190294","0.0-93.0","6o2k6cn9law","1599.2000000001863","","","{""Q0"":""""}","bless",""
"html-keyboard-response","94","192812","0.0-94.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","95","193252","0.0-95.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_block.wav","null","","",""
"survey-text","96","195462","0.0-96.0","6o2k6cn9law","2207.3000000002794","","","{""Q0"":""book""}","block","book"
"html-keyboard-response","97","197982","0.0-97.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","98","198223","0.0-98.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_pad.wav","null","","",""
"survey-text","99","200782","0.0-99.0","6o2k6cn9law","2555.7000000001863","","","{""Q0"":""pad""}","pad","pad"
"html-keyboard-response","100","203312","0.0-100.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","101","203643","0.0-101.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_night.wav","null","","",""
"survey-text","102","205029","0.0-102.0","6o2k6cn9law","1384.2999999998137","","","{""Q0"":""night""}","night","night"
"html-keyboard-response","103","207552","0.0-103.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","104","207993","0.0-104.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_slick.wav","null","","",""
"survey-text","105","209830","0.0-105.0","6o2k6cn9law","1833.1000000000931","","","{""Q0"":""slick""}","slick","slick"
"html-keyboard-response","106","212352","0.0-106.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","107","212593","0.0-107.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_ought.wav","null","","",""
"survey-text","108","214462","0.0-108.0","6o2k6cn9law","1864.8999999999069","","","{""Q0"":""out""}","ought","out"
"html-keyboard-response","109","217003","0.0-109.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","110","217323","0.0-110.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_please.wav","null","","",""
"survey-text","111","218046","0.0-111.0","6o2k6cn9law","719.3000000002794","","","{""Q0"":""""}","please",""
"html-keyboard-response","112","220558","0.0-112.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","113","220794","0.0-113.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_team.wav","null","","",""
"survey-text","114","221446","0.0-114.0","6o2k6cn9law","649.8000000002794","","","{""Q0"":""""}","team",""
"html-keyboard-response","115","223979","0.0-115.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","116","224324","0.0-116.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_jog.wav","null","","",""
"survey-text","117","233374","0.0-117.0","6o2k6cn9law","9047.5","","","{""Q0"":""jump""}","jog","jump"
"html-keyboard-response","118","235894","0.0-118.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","119","236225","0.0-119.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_said.wav","null","","",""
"survey-text","120","246398","0.0-120.0","6o2k6cn9law","10169.700000000186","","","{""Q0"":""""}","said",""
"html-keyboard-response","121","248915","0.0-121.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","122","249156","0.0-122.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_pass.wav","null","","",""
"survey-text","123","252774","0.0-123.0","6o2k6cn9law","3614.8000000002794","","","{""Q0"":""tap""}","pass","tap"
"html-keyboard-response","124","255305","0.0-124.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","125","255546","0.0-125.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_tap.wav","null","","",""
"survey-text","126","257318","0.0-126.0","6o2k6cn9law","1768.7000000001863","","","{""Q0"":""tap""}","tap","tap"
"html-keyboard-response","127","259835","0.0-127.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","128","260206","0.0-128.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_draw.wav","null","","",""
"survey-text","129","262934","0.0-129.0","6o2k6cn9law","2725.600000000093","","","{""Q0"":""door""}","draw","door"
"html-keyboard-response","130","265456","0.0-130.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","131","265776","0.0-131.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_your.wav","null","","",""
"survey-text","132","267846","0.0-132.0","6o2k6cn9law","2066.600000000093","","","{""Q0"":""your""}","your","your"
"html-keyboard-response","133","270366","0.0-133.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","134","270626","0.0-134.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_pawn.wav","null","","",""
"survey-text","135","270942","0.0-135.0","6o2k6cn9law","312.29999999981374","","","{""Q0"":""""}","pawn",""
"html-keyboard-response","136","273456","0.0-136.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","137","273797","0.0-137.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_bus.wav","null","","",""
"survey-text","138","276918","0.0-138.0","6o2k6cn9law","3117","","","{""Q0"":""bus""}","bus","bus"
"html-keyboard-response","139","279447","0.0-139.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","140","279887","0.0-140.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_fresh.wav","null","","",""
"survey-text","141","281678","0.0-141.0","6o2k6cn9law","1787.6000000000931","","","{""Q0"":""fresh""}","fresh","fresh"
"html-keyboard-response","142","284186","0.0-142.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","143","284408","0.0-143.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_pin.wav","null","","",""
"survey-text","144","287030","0.0-144.0","6o2k6cn9law","2618.5","","","{""Q0"":""dip""}","pin","dip"
"html-keyboard-response","145","289552","0.0-145.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","146","289858","0.0-146.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_knock.wav","null","","",""
"survey-text","147","294230","0.0-147.0","6o2k6cn9law","4369","","","{""Q0"":""left""}","knock","left"
"html-keyboard-response","148","296738","0.0-148.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","149","297238","0.0-149.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_split.wav","null","","",""
"survey-text","150","301590","0.0-150.0","6o2k6cn9law","4347.699999999721","","","{""Q0"":""squid""}","split","squid"
"html-keyboard-response","151","304118","0.0-151.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","152","304409","0.0-152.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_chip.wav","null","","",""
"survey-text","153","308814","0.0-153.0","6o2k6cn9law","4401.199999999721","","","{""Q0"":""s[it""}","chip","s[it"
"html-keyboard-response","154","311334","0.0-154.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","155","311589","0.0-155.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_wheat.wav","null","","",""
"survey-text","156","313614","0.0-156.0","6o2k6cn9law","2021.5999999996275","","","{""Q0"":""read""}","wheat","read"
"html-keyboard-response","157","316139","0.0-157.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","158","316540","0.0-158.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_hunch.wav","null","","",""
"survey-text","159","320166","0.0-159.0","6o2k6cn9law","3622.600000000093","","","{""Q0"":""hunt""}","hunch","hunt"
"html-keyboard-response","160","322689","0.0-160.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","161","323220","0.0-161.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_fluff.wav","null","","",""
"survey-text","162","328430","0.0-162.0","6o2k6cn9law","5206.4000000003725","","","{""Q0"":""fluff""}","fluff","fluff"
"html-keyboard-response","163","330959","0.0-163.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","164","331280","0.0-164.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_weak.wav","null","","",""
"survey-text","165","331862","0.0-165.0","6o2k6cn9law","578","","","{""Q0"":""""}","weak",""
"html-keyboard-response","166","334385","0.0-166.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","167","334681","0.0-167.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_saw.wav","null","","",""
"survey-text","168","335198","0.0-168.0","6o2k6cn9law","513.8000000002794","","","{""Q0"":""""}","saw",""
"html-keyboard-response","169","337720","0.0-169.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","170","338241","0.0-170.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_blast.wav","null","","",""
"survey-text","171","340878","0.0-171.0","6o2k6cn9law","2633.600000000093","","","{""Q0"":""blessed""}","blast","blessed"
"html-keyboard-response","172","343410","0.0-172.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","173","343761","0.0-173.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_sheep.wav","null","","",""
"survey-text","174","346334","0.0-174.0","6o2k6cn9law","2569.2000000001863","","","{""Q0"":""sheep""}","sheep","sheep"
"html-keyboard-response","175","348856","0.0-175.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","176","349232","0.0-176.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_match.wav","null","","",""
"survey-text","177","350982","0.0-177.0","6o2k6cn9law","1746.8999999999069","","","{""Q0"":""inch""}","match","inch"
"html-keyboard-response","178","353521","0.0-178.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","179","353952","0.0-179.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_booth.wav","null","","",""
"survey-text","180","356381","0.0-180.0","6o2k6cn9law","2426.600000000093","","","{""Q0"":""bus""}","booth","bus"
"html-keyboard-response","181","358911","0.0-181.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","182","359201","0.0-182.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_head.wav","null","","",""
"survey-text","183","360285","0.0-183.0","6o2k6cn9law","1080.5","","","{""Q0"":""head""}","head","head"
"html-keyboard-response","184","362811","0.0-184.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","185","363092","0.0-185.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_path.wav","null","","",""
"survey-text","186","364926","0.0-186.0","6o2k6cn9law","1830.3999999999069","","","{""Q0"":""task""}","path","task"
"html-keyboard-response","187","367461","0.0-187.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","188","367772","0.0-188.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_hop.wav","null","","",""
"survey-text","189","369845","0.0-189.0","6o2k6cn9law","2069.899999999907","","","{""Q0"":""hop""}","hop","hop"
"html-keyboard-response","190","372381","0.0-190.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","191","372722","0.0-191.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_fool.wav","null","","",""
"survey-text","192","374549","0.0-192.0","6o2k6cn9law","1823.8000000002794","","","{""Q0"":""slip""}","fool","slip"
"html-keyboard-response","193","377062","0.0-193.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","194","377552","0.0-194.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_thresh.wav","null","","",""
"survey-text","195","379077","0.0-195.0","6o2k6cn9law","1521.2999999998137","","","{""Q0"":""fresh""}","thresh","fresh"
"html-keyboard-response","196","381582","0.0-196.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","197","381832","0.0-197.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_kid.wav","null","","",""
"survey-text","198","382709","0.0-198.0","6o2k6cn9law","873.1000000000931","","","{""Q0"":""""}","kid",""
"html-keyboard-response","199","385222","0.0-199.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","200","385553","0.0-200.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_cheek.wav","null","","",""
"survey-text","201","387430","0.0-201.0","6o2k6cn9law","1873.1999999997206","","","{""Q0"":""""}","cheek",""
"html-keyboard-response","202","389942","0.0-202.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","203","390313","0.0-203.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_shine.wav","null","","",""
"survey-text","204","392949","0.0-204.0","6o2k6cn9law","2632.399999999907","","","{""Q0"":""""}","shine",""
"html-keyboard-response","205","395462","0.0-205.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","206","395693","0.0-206.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_chew.wav","null","","",""
"survey-text","207","397557","0.0-207.0","6o2k6cn9law","1860.2000000001863","","","{""Q0"":""""}","chew",""
"html-keyboard-response","208","400073","0.0-208.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","209","400364","0.0-209.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_edge.wav","null","","",""
"survey-text","210","400997","0.0-210.0","6o2k6cn9law","630","","","{""Q0"":""""}","edge",""
"html-keyboard-response","211","403533","0.0-211.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","212","403824","0.0-212.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_chop.wav","null","","",""
"survey-text","213","406461","0.0-213.0","6o2k6cn9law","2633.600000000093","","","{""Q0"":""sharp""}","chop","sharp"
"html-keyboard-response","214","408983","0.0-214.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","215","409274","0.0-215.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_cause.wav","null","","",""
"survey-text","216","410726","0.0-216.0","6o2k6cn9law","1447.5","","","{""Q0"":""close""}","cause","close"
"html-keyboard-response","217","413243","0.0-217.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","218","413604","0.0-218.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_fog.wav","null","","",""
"survey-text","219","416302","0.0-219.0","6o2k6cn9law","2693.5","","","{""Q0"":""""}","fog",""
"html-keyboard-response","220","418824","0.0-220.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","221","419275","0.0-221.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_gift.wav","null","","",""
"survey-text","222","422118","0.0-222.0","6o2k6cn9law","2838.899999999907","","","{""Q0"":""lift""}","gift","lift"
"html-keyboard-response","223","424644","0.0-223.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","224","425075","0.0-224.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_flute.wav","null","","",""
"survey-text","225","425486","0.0-225.0","6o2k6cn9law","406.60000000009313","","","{""Q0"":""""}","flute",""
"html-keyboard-response","226","428005","0.0-226.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
"audio-keyboard-response","227","428605","0.0-227.0","6o2k6cn9law","null","perceptual_learning_stimuli/t2/r_cloak.wav","null","","",""
"survey-text","228","428774","0.0-228.0","6o2k6cn9law","165","","","{""Q0"":""""}","cloak",""
"html-keyboard-response","229","431290","0.0-229.0","6o2k6cn9law","null","<div id=""countdown"">***</div>","null","","",""
